date,ltp
2021-01-22 15:21:00,31162.75
2021-01-22 15:22:00,31173.4
2021-01-22 15:23:00,31175.65
2021-01-22 15:24:00,31181.85
2021-01-22 15:25:00,31154.45
2021-01-22 15:26:00,31147.6
2021-01-22 15:27:00,31133.25
2021-01-22 15:28:00,31140.1
2021-01-22 15:29:00,31179.7
2021-01-25 09:15:00,31521.55
2021-01-25 09:16:00,31570.75
2021-01-25 09:17:00,31577.75
2021-01-25 09:18:00,31585.9
2021-01-25 09:19:00,31535.4
2021-01-25 09:20:00,31544.25
2021-01-25 09:21:00,31551.3
2021-01-25 09:22:00,31560.4
2021-01-25 09:23:00,31552.7
2021-01-25 09:24:00,31520.8
2021-01-25 09:25:00,31515.35
2021-01-25 09:26:00,31543.55
2021-01-25 09:27:00,31564.25
2021-01-25 09:28:00,31510.2
2021-01-25 09:29:00,31509.3
2021-01-25 09:30:00,31510.85
2021-01-25 09:31:00,31492.65
2021-01-25 09:32:00,31505.05
2021-01-25 09:33:00,31490.6
2021-01-25 09:34:00,31504.3
2021-01-25 09:35:00,31504.55
2021-01-25 09:36:00,31499.95
2021-01-25 09:37:00,31457.95
2021-01-25 09:38:00,31414.9
2021-01-25 09:39:00,31408.3
2021-01-25 09:40:00,31265.55
